route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
5__C1___,5_I11,5_I11-5_I11_00:03:00_2_29_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_05:29:00_1_109_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_05:44:00_1_1_5__C1___,ATOCHA,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:02:00_2_147_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:10:00_1_110_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:17:00_2_74_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:27:00_1_39_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:32:00_2_148_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:34:00_2_2_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:40:00_1_111_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:47:00_2_75_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_06:51:00_1_40_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:00:00_2_149_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:02:00_2_30_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:07:00_1_112_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:16:00_2_76_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:20:00_1_41_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:30:00_2_150_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:34:00_2_3_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:37:00_1_113_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:47:00_2_77_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_07:51:00_1_42_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:00:00_2_151_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:02:00_2_31_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:07:00_1_114_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:17:00_2_78_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:19:00_1_43_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:31:00_2_152_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:34:00_2_4_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:37:00_1_115_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:47:00_2_79_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_08:51:00_1_44_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:00:00_2_153_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:03:00_2_5_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:07:00_1_116_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:16:00_2_80_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:22:00_1_45_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:30:00_2_154_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:32:00_2_6_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:37:00_1_117_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:46:00_2_81_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_09:50:00_1_46_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:00:00_2_155_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:03:00_2_7_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:07:00_1_118_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:15:00_2_82_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:20:00_1_47_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:30:00_2_156_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:33:00_2_8_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:37:00_1_119_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:46:00_2_83_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_10:50:00_1_48_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:00:00_2_157_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:03:00_2_9_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:07:00_1_120_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:15:00_2_84_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:20:00_1_49_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:30:00_2_158_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:33:00_2_10_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:37:00_1_121_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:45:00_2_85_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_11:50:00_1_50_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:00:00_2_159_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:03:00_2_11_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:07:00_1_122_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:20:00_1_51_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:30:00_2_160_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:33:00_2_12_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:37:00_1_123_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:46:00_2_87_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_12:50:00_1_52_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:00:00_2_161_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:03:00_2_13_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:07:00_1_124_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:17:00_2_88_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:20:00_1_53_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:30:00_2_162_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:32:00_2_32_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:37:00_1_125_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:46:00_2_89_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_13:52:00_1_54_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:00:00_2_163_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:03:00_2_14_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:07:00_1_126_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:15:00_2_90_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:20:00_1_55_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:30:00_2_164_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:32:00_2_15_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:35:00_1_127_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:46:00_2_91_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_14:50:00_1_56_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:01:00_2_165_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:06:00_2_16_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:07:00_1_128_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:15:00_2_92_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:20:00_1_57_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:30:00_2_166_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:33:00_2_17_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:37:00_1_129_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:46:00_2_93_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_15:50:00_1_58_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:00:00_2_167_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:03:00_2_18_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:05:00_1_130_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:15:00_2_94_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:20:00_1_59_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:30:00_2_168_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:33:00_2_19_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:37:00_1_131_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:46:00_2_95_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_16:50:00_1_60_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:00:00_2_169_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:06:00_2_20_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:07:00_1_132_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:15:00_2_96_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:28:00_1_61_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:30:00_2_170_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:33:00_2_21_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:37:00_1_133_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:45:00_2_97_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_17:50:00_1_62_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:00:00_2_171_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:03:00_2_22_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:07:00_1_134_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:15:00_2_98_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:20:00_1_63_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:30:00_2_172_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:31:00_2_33_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:35:00_1_135_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:46:00_2_99_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_18:50:00_1_64_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:00:00_2_173_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:03:00_2_23_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:07:00_1_136_5__C1___,VALDEBEBAS,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:15:00_2_100_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:20:00_1_65_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:30:00_2_174_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:35:00_2_24_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:37:00_1_137_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:45:00_2_101_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_19:50:00_1_66_5__C1___,AEROPUERTO T4,P.Pío-Atocha-Recoletos-Chamartín-Aeropuerto T4,0,,5__1____1__IT_1,0
5__C1___,5_I11,5_I11-5_I11_20:00:00_2_175_5__C1___,CHAMARTÍN,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
5__C1___,5_I11,5_I11-5_I11_20:03:00_2_25_5__C1___,PRÍNCIPE PÍO,Aeropuerto T4-Chamartín-Recoletos-Atocha-P.Pío,1,,5__1____2__IT_1,0
